tag,gamma,ll_val,auc_val,a,b,s,g,selected_start,converged,n_starts_agree,restart_sensitive
qlora_seed221,0.0,0.5998184982086843,0.7342122879126489,2.021668975099727,0.5598981501288294,0.14507934255912625,0.27482497814996215,0,True,6,False
qlora_seed221,0.25,0.59694380697962,0.7384631513692884,1.74658159450708,0.3541492876107562,0.11669345779302971,0.25937401752103073,0,True,6,False
qlora_seed221,0.5,0.5932084000127589,0.743531889290012,1.4607904522182165,0.12239008071374817,0.07029066142459733,0.23466841069313374,0,True,6,False
qlora_seed221,0.75,0.5881128266386971,0.7498873469090075,1.1786164234734435,-0.1074529942779621,0.00016433349022723154,0.19033923125484933,0,True,6,False
qlora_seed221,1.0,0.582634209075669,0.7575627340970301,1.0641730318949958,-0.1462400389119407,0.00016432292723549637,0.12987895293613105,0,True,6,False
