noise_level,noise,graph,prior,decay,readiness,policy,fraction_mastered
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,greedy_lowest_first,0.9895833333333335
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,random_unmastered,0.9725
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,fixed_curriculum_no_skip,0.90875
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,prereq_lowest_first_previous,0.9845833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,filtered_curriculum_index_order,0.9570833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,filtered_curriculum_random_topo,0.9533333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.8,mta,0.95375
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,greedy_lowest_first,0.97
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,random_unmastered,0.9620833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,fixed_curriculum_no_skip,0.8229166666666665
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,prereq_lowest_first_previous,0.9854166666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,filtered_curriculum_index_order,0.9558333333333331
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,filtered_curriculum_random_topo,0.9520833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.0,0.6,mta,0.94875
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,greedy_lowest_first,0.9629166666666665
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,random_unmastered,0.9220833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,fixed_curriculum_no_skip,0.7691666666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,prereq_lowest_first_previous,0.9216666666666667
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,filtered_curriculum_index_order,0.7545833333333334
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,filtered_curriculum_random_topo,0.7620833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,1.0,mta,0.78375
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,greedy_lowest_first,0.81
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,random_unmastered,0.7891666666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,fixed_curriculum_no_skip,0.6616666666666667
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,prereq_lowest_first_previous,0.87875
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,filtered_curriculum_index_order,0.7520833333333334
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,filtered_curriculum_random_topo,0.76
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.8,mta,0.7691666666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,greedy_lowest_first,0.3445833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,random_unmastered,0.5395833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,fixed_curriculum_no_skip,0.5275
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,prereq_lowest_first_previous,0.81625
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,filtered_curriculum_index_order,0.7495833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,filtered_curriculum_random_topo,0.7575
sigma_hat_0.061,0.06104859597401423,dag,partial,0.002,0.6,mta,0.7566666666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,greedy_lowest_first,0.2333333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,random_unmastered,0.30583333333333335
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,fixed_curriculum_no_skip,0.3425
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,prereq_lowest_first_previous,0.3475
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,filtered_curriculum_index_order,0.55125
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,filtered_curriculum_random_topo,0.55375
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,1.0,mta,0.5954166666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,greedy_lowest_first,0.05708333333333334
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,random_unmastered,0.1775
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,fixed_curriculum_no_skip,0.2033333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,prereq_lowest_first_previous,0.3041666666666667
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,filtered_curriculum_index_order,0.5495833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,filtered_curriculum_random_topo,0.5516666666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.8,mta,0.5804166666666667
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,greedy_lowest_first,0.00375
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,random_unmastered,0.09333333333333332
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,fixed_curriculum_no_skip,0.14625
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,prereq_lowest_first_previous,0.2808333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,filtered_curriculum_index_order,0.54875
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,filtered_curriculum_random_topo,0.55125
sigma_hat_0.061,0.06104859597401423,dag,partial,0.004,0.6,mta,0.5570833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,greedy_lowest_first,0.0
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,random_unmastered,0.02333333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,fixed_curriculum_no_skip,0.0
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,prereq_lowest_first_previous,0.07416666666666667
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,filtered_curriculum_index_order,0.2920833333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,filtered_curriculum_random_topo,0.2975
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,1.0,mta,0.30833333333333335
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,greedy_lowest_first,0.0
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,random_unmastered,0.008333333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,fixed_curriculum_no_skip,0.0
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,prereq_lowest_first_previous,0.06958333333333334
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,filtered_curriculum_index_order,0.28833333333333333
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,filtered_curriculum_random_topo,0.29541666666666666
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.8,mta,0.2875
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,greedy_lowest_first,0.0
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,random_unmastered,0.00625
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,fixed_curriculum_no_skip,0.0
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,prereq_lowest_first_previous,0.07375
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,filtered_curriculum_index_order,0.29
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,filtered_curriculum_random_topo,0.29375
sigma_hat_0.061,0.06104859597401423,dag,partial,0.008,0.6,mta,0.24541666666666664
paper_0.10,0.1,chains,uniform,0.0,1.0,greedy_lowest_first,0.9925
paper_0.10,0.1,chains,uniform,0.0,1.0,random_unmastered,0.97875
paper_0.10,0.1,chains,uniform,0.0,1.0,fixed_curriculum_no_skip,0.9725
paper_0.10,0.1,chains,uniform,0.0,1.0,prereq_lowest_first_previous,0.985
paper_0.10,0.1,chains,uniform,0.0,1.0,filtered_curriculum_index_order,0.72
paper_0.10,0.1,chains,uniform,0.0,1.0,filtered_curriculum_random_topo,0.7179166666666668
paper_0.10,0.1,chains,uniform,0.0,1.0,mta,0.7416666666666666
paper_0.10,0.1,chains,uniform,0.0,0.8,greedy_lowest_first,0.9804166666666666
paper_0.10,0.1,chains,uniform,0.0,0.8,random_unmastered,0.9483333333333333
paper_0.10,0.1,chains,uniform,0.0,0.8,fixed_curriculum_no_skip,0.9079166666666666
paper_0.10,0.1,chains,uniform,0.0,0.8,prereq_lowest_first_previous,0.9808333333333334
paper_0.10,0.1,chains,uniform,0.0,0.8,filtered_curriculum_index_order,0.7116666666666666
paper_0.10,0.1,chains,uniform,0.0,0.8,filtered_curriculum_random_topo,0.7145833333333335
paper_0.10,0.1,chains,uniform,0.0,0.8,mta,0.7375
paper_0.10,0.1,chains,uniform,0.0,0.6,greedy_lowest_first,0.5320833333333332
paper_0.10,0.1,chains,uniform,0.0,0.6,random_unmastered,0.6733333333333335
paper_0.10,0.1,chains,uniform,0.0,0.6,fixed_curriculum_no_skip,0.65125
paper_0.10,0.1,chains,uniform,0.0,0.6,prereq_lowest_first_previous,0.8920833333333335
paper_0.10,0.1,chains,uniform,0.0,0.6,filtered_curriculum_index_order,0.7016666666666665
paper_0.10,0.1,chains,uniform,0.0,0.6,filtered_curriculum_random_topo,0.71125
paper_0.10,0.1,chains,uniform,0.0,0.6,mta,0.7279166666666668
paper_0.10,0.1,chains,uniform,0.002,1.0,greedy_lowest_first,0.795
paper_0.10,0.1,chains,uniform,0.002,1.0,random_unmastered,0.7225
paper_0.10,0.1,chains,uniform,0.002,1.0,fixed_curriculum_no_skip,0.7045833333333333
paper_0.10,0.1,chains,uniform,0.002,1.0,prereq_lowest_first_previous,0.7108333333333334
paper_0.10,0.1,chains,uniform,0.002,1.0,filtered_curriculum_index_order,0.5779166666666666
paper_0.10,0.1,chains,uniform,0.002,1.0,filtered_curriculum_random_topo,0.5766666666666667
paper_0.10,0.1,chains,uniform,0.002,1.0,mta,0.6033333333333333
paper_0.10,0.1,chains,uniform,0.002,0.8,greedy_lowest_first,0.33375
paper_0.10,0.1,chains,uniform,0.002,0.8,random_unmastered,0.43875
paper_0.10,0.1,chains,uniform,0.002,0.8,fixed_curriculum_no_skip,0.4641666666666667
paper_0.10,0.1,chains,uniform,0.002,0.8,prereq_lowest_first_previous,0.49125
paper_0.10,0.1,chains,uniform,0.002,0.8,filtered_curriculum_index_order,0.5683333333333332
paper_0.10,0.1,chains,uniform,0.002,0.8,filtered_curriculum_random_topo,0.5704166666666666
paper_0.10,0.1,chains,uniform,0.002,0.8,mta,0.6008333333333333
paper_0.10,0.1,chains,uniform,0.002,0.6,greedy_lowest_first,0.01583333333333333
paper_0.10,0.1,chains,uniform,0.002,0.6,random_unmastered,0.18333333333333335
paper_0.10,0.1,chains,uniform,0.002,0.6,fixed_curriculum_no_skip,0.23583333333333337
paper_0.10,0.1,chains,uniform,0.002,0.6,prereq_lowest_first_previous,0.3379166666666667
paper_0.10,0.1,chains,uniform,0.002,0.6,filtered_curriculum_index_order,0.5616666666666666
paper_0.10,0.1,chains,uniform,0.002,0.6,filtered_curriculum_random_topo,0.5670833333333333
paper_0.10,0.1,chains,uniform,0.002,0.6,mta,0.595
paper_0.10,0.1,chains,uniform,0.004,1.0,greedy_lowest_first,0.15208333333333335
paper_0.10,0.1,chains,uniform,0.004,1.0,random_unmastered,0.2358333333333333
paper_0.10,0.1,chains,uniform,0.004,1.0,fixed_curriculum_no_skip,0.25708333333333333
paper_0.10,0.1,chains,uniform,0.004,1.0,prereq_lowest_first_previous,0.18541666666666667
paper_0.10,0.1,chains,uniform,0.004,1.0,filtered_curriculum_index_order,0.45375
paper_0.10,0.1,chains,uniform,0.004,1.0,filtered_curriculum_random_topo,0.4575
paper_0.10,0.1,chains,uniform,0.004,1.0,mta,0.49875
paper_0.10,0.1,chains,uniform,0.004,0.8,greedy_lowest_first,0.011666666666666665
paper_0.10,0.1,chains,uniform,0.004,0.8,random_unmastered,0.09416666666666666
paper_0.10,0.1,chains,uniform,0.004,0.8,fixed_curriculum_no_skip,0.08458333333333332
paper_0.10,0.1,chains,uniform,0.004,0.8,prereq_lowest_first_previous,0.125
paper_0.10,0.1,chains,uniform,0.004,0.8,filtered_curriculum_index_order,0.4475
paper_0.10,0.1,chains,uniform,0.004,0.8,filtered_curriculum_random_topo,0.4554166666666667
paper_0.10,0.1,chains,uniform,0.004,0.8,mta,0.4958333333333333
paper_0.10,0.1,chains,uniform,0.004,0.6,greedy_lowest_first,0.0
paper_0.10,0.1,chains,uniform,0.004,0.6,random_unmastered,0.04166666666666666
paper_0.10,0.1,chains,uniform,0.004,0.6,fixed_curriculum_no_skip,0.0575
paper_0.10,0.1,chains,uniform,0.004,0.6,prereq_lowest_first_previous,0.11625
paper_0.10,0.1,chains,uniform,0.004,0.6,filtered_curriculum_index_order,0.44541666666666674
paper_0.10,0.1,chains,uniform,0.004,0.6,filtered_curriculum_random_topo,0.45458333333333334
paper_0.10,0.1,chains,uniform,0.004,0.6,mta,0.4954166666666666
paper_0.10,0.1,chains,uniform,0.008,1.0,greedy_lowest_first,0.0
paper_0.10,0.1,chains,uniform,0.008,1.0,random_unmastered,0.01375
paper_0.10,0.1,chains,uniform,0.008,1.0,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,chains,uniform,0.008,1.0,prereq_lowest_first_previous,0.03458333333333333
paper_0.10,0.1,chains,uniform,0.008,1.0,filtered_curriculum_index_order,0.2733333333333334
paper_0.10,0.1,chains,uniform,0.008,1.0,filtered_curriculum_random_topo,0.27416666666666667
paper_0.10,0.1,chains,uniform,0.008,1.0,mta,0.30083333333333334
paper_0.10,0.1,chains,uniform,0.008,0.8,greedy_lowest_first,0.0
paper_0.10,0.1,chains,uniform,0.008,0.8,random_unmastered,0.005
paper_0.10,0.1,chains,uniform,0.008,0.8,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,chains,uniform,0.008,0.8,prereq_lowest_first_previous,0.028333333333333332
paper_0.10,0.1,chains,uniform,0.008,0.8,filtered_curriculum_index_order,0.27041666666666664
paper_0.10,0.1,chains,uniform,0.008,0.8,filtered_curriculum_random_topo,0.27458333333333335
paper_0.10,0.1,chains,uniform,0.008,0.8,mta,0.29625
paper_0.10,0.1,chains,uniform,0.008,0.6,greedy_lowest_first,0.0
paper_0.10,0.1,chains,uniform,0.008,0.6,random_unmastered,0.0024999999999999996
paper_0.10,0.1,chains,uniform,0.008,0.6,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,chains,uniform,0.008,0.6,prereq_lowest_first_previous,0.0325
paper_0.10,0.1,chains,uniform,0.008,0.6,filtered_curriculum_index_order,0.2654166666666667
paper_0.10,0.1,chains,uniform,0.008,0.6,filtered_curriculum_random_topo,0.26958333333333334
paper_0.10,0.1,chains,uniform,0.008,0.6,mta,0.29083333333333333
paper_0.10,0.1,chains,partial,0.0,1.0,greedy_lowest_first,0.995
paper_0.10,0.1,chains,partial,0.0,1.0,random_unmastered,0.9754166666666667
paper_0.10,0.1,chains,partial,0.0,1.0,fixed_curriculum_no_skip,0.95125
paper_0.10,0.1,chains,partial,0.0,1.0,prereq_lowest_first_previous,0.9920833333333334
paper_0.10,0.1,chains,partial,0.0,1.0,filtered_curriculum_index_order,0.85375
paper_0.10,0.1,chains,partial,0.0,1.0,filtered_curriculum_random_topo,0.8458333333333334
paper_0.10,0.1,chains,partial,0.0,1.0,mta,0.85
paper_0.10,0.1,chains,partial,0.0,0.8,greedy_lowest_first,0.99
paper_0.10,0.1,chains,partial,0.0,0.8,random_unmastered,0.9775
paper_0.10,0.1,chains,partial,0.0,0.8,fixed_curriculum_no_skip,0.9166666666666665
paper_0.10,0.1,chains,partial,0.0,0.8,prereq_lowest_first_previous,0.98375
paper_0.10,0.1,chains,partial,0.0,0.8,filtered_curriculum_index_order,0.8441666666666666
paper_0.10,0.1,chains,partial,0.0,0.8,filtered_curriculum_random_topo,0.8433333333333334
paper_0.10,0.1,chains,partial,0.0,0.8,mta,0.83625
paper_0.10,0.1,chains,partial,0.0,0.6,greedy_lowest_first,0.9533333333333333
paper_0.10,0.1,chains,partial,0.0,0.6,random_unmastered,0.9429166666666666
paper_0.10,0.1,chains,partial,0.0,0.6,fixed_curriculum_no_skip,0.8258333333333334
paper_0.10,0.1,chains,partial,0.0,0.6,prereq_lowest_first_previous,0.98
paper_0.10,0.1,chains,partial,0.0,0.6,filtered_curriculum_index_order,0.8304166666666667
paper_0.10,0.1,chains,partial,0.0,0.6,filtered_curriculum_random_topo,0.8404166666666667
paper_0.10,0.1,chains,partial,0.0,0.6,mta,0.8183333333333335
paper_0.10,0.1,chains,partial,0.002,1.0,greedy_lowest_first,0.9320833333333333
paper_0.10,0.1,chains,partial,0.002,1.0,random_unmastered,0.8858333333333333
paper_0.10,0.1,chains,partial,0.002,1.0,fixed_curriculum_no_skip,0.7716666666666666
paper_0.10,0.1,chains,partial,0.002,1.0,prereq_lowest_first_previous,0.9008333333333334
paper_0.10,0.1,chains,partial,0.002,1.0,filtered_curriculum_index_order,0.6283333333333334
paper_0.10,0.1,chains,partial,0.002,1.0,filtered_curriculum_random_topo,0.6258333333333332
paper_0.10,0.1,chains,partial,0.002,1.0,mta,0.6729166666666666
paper_0.10,0.1,chains,partial,0.002,0.8,greedy_lowest_first,0.7375
paper_0.10,0.1,chains,partial,0.002,0.8,random_unmastered,0.7295833333333335
paper_0.10,0.1,chains,partial,0.002,0.8,fixed_curriculum_no_skip,0.6479166666666667
paper_0.10,0.1,chains,partial,0.002,0.8,prereq_lowest_first_previous,0.7879166666666666
paper_0.10,0.1,chains,partial,0.002,0.8,filtered_curriculum_index_order,0.6208333333333333
paper_0.10,0.1,chains,partial,0.002,0.8,filtered_curriculum_random_topo,0.62
paper_0.10,0.1,chains,partial,0.002,0.8,mta,0.65625
paper_0.10,0.1,chains,partial,0.002,0.6,greedy_lowest_first,0.24541666666666667
paper_0.10,0.1,chains,partial,0.002,0.6,random_unmastered,0.45708333333333334
paper_0.10,0.1,chains,partial,0.002,0.6,fixed_curriculum_no_skip,0.485
paper_0.10,0.1,chains,partial,0.002,0.6,prereq_lowest_first_previous,0.5833333333333333
paper_0.10,0.1,chains,partial,0.002,0.6,filtered_curriculum_index_order,0.6141666666666666
paper_0.10,0.1,chains,partial,0.002,0.6,filtered_curriculum_random_topo,0.6166666666666667
paper_0.10,0.1,chains,partial,0.002,0.6,mta,0.6354166666666667
paper_0.10,0.1,chains,partial,0.004,1.0,greedy_lowest_first,0.2675
paper_0.10,0.1,chains,partial,0.004,1.0,random_unmastered,0.30875
paper_0.10,0.1,chains,partial,0.004,1.0,fixed_curriculum_no_skip,0.3425
paper_0.10,0.1,chains,partial,0.004,1.0,prereq_lowest_first_previous,0.28791666666666665
paper_0.10,0.1,chains,partial,0.004,1.0,filtered_curriculum_index_order,0.47833333333333333
paper_0.10,0.1,chains,partial,0.004,1.0,filtered_curriculum_random_topo,0.4775000000000001
paper_0.10,0.1,chains,partial,0.004,1.0,mta,0.5479166666666666
paper_0.10,0.1,chains,partial,0.004,0.8,greedy_lowest_first,0.05708333333333333
paper_0.10,0.1,chains,partial,0.004,0.8,random_unmastered,0.1395833333333333
paper_0.10,0.1,chains,partial,0.004,0.8,fixed_curriculum_no_skip,0.19208333333333336
paper_0.10,0.1,chains,partial,0.004,0.8,prereq_lowest_first_previous,0.1758333333333333
paper_0.10,0.1,chains,partial,0.004,0.8,filtered_curriculum_index_order,0.47125
paper_0.10,0.1,chains,partial,0.004,0.8,filtered_curriculum_random_topo,0.4729166666666667
paper_0.10,0.1,chains,partial,0.004,0.8,mta,0.5316666666666667
paper_0.10,0.1,chains,partial,0.004,0.6,greedy_lowest_first,0.0037499999999999994
paper_0.10,0.1,chains,partial,0.004,0.6,random_unmastered,0.05625
paper_0.10,0.1,chains,partial,0.004,0.6,fixed_curriculum_no_skip,0.11708333333333334
paper_0.10,0.1,chains,partial,0.004,0.6,prereq_lowest_first_previous,0.13166666666666665
paper_0.10,0.1,chains,partial,0.004,0.6,filtered_curriculum_index_order,0.46625
paper_0.10,0.1,chains,partial,0.004,0.6,filtered_curriculum_random_topo,0.4729166666666667
paper_0.10,0.1,chains,partial,0.004,0.6,mta,0.49708333333333327
paper_0.10,0.1,chains,partial,0.008,1.0,greedy_lowest_first,0.0008333333333333333
paper_0.10,0.1,chains,partial,0.008,1.0,random_unmastered,0.02208333333333333
paper_0.10,0.1,chains,partial,0.008,1.0,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,chains,partial,0.008,1.0,prereq_lowest_first_previous,0.03583333333333333
paper_0.10,0.1,chains,partial,0.008,1.0,filtered_curriculum_index_order,0.27375
paper_0.10,0.1,chains,partial,0.008,1.0,filtered_curriculum_random_topo,0.27875
paper_0.10,0.1,chains,partial,0.008,1.0,mta,0.3025
paper_0.10,0.1,chains,partial,0.008,0.8,greedy_lowest_first,0.0
paper_0.10,0.1,chains,partial,0.008,0.8,random_unmastered,0.004166666666666667
paper_0.10,0.1,chains,partial,0.008,0.8,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,chains,partial,0.008,0.8,prereq_lowest_first_previous,0.03666666666666667
paper_0.10,0.1,chains,partial,0.008,0.8,filtered_curriculum_index_order,0.27
paper_0.10,0.1,chains,partial,0.008,0.8,filtered_curriculum_random_topo,0.275
paper_0.10,0.1,chains,partial,0.008,0.8,mta,0.255
paper_0.10,0.1,chains,partial,0.008,0.6,greedy_lowest_first,0.0
paper_0.10,0.1,chains,partial,0.008,0.6,random_unmastered,0.0045833333333333325
paper_0.10,0.1,chains,partial,0.008,0.6,fixed_curriculum_no_skip,0.0
paper_0.10,0.1,chains,partial,0.008,0.6,prereq_lowest_first_previous,0.03833333333333333
paper_0.10,0.1,chains,partial,0.008,0.6,filtered_curriculum_index_order,0.26791666666666664
paper_0.10,0.1,chains,partial,0.008,0.6,filtered_curriculum_random_topo,0.2725
paper_0.10,0.1,chains,partial,0.008,0.6,mta,0.21166666666666667
paper_0.10,0.1,dag,uniform,0.0,1.0,greedy_lowest_first,0.9925
paper_0.10,0.1,dag,uniform,0.0,1.0,random_unmastered,0.97875
paper_0.10,0.1,dag,uniform,0.0,1.0,fixed_curriculum_no_skip,0.9725
paper_0.10,0.1,dag,uniform,0.0,1.0,prereq_lowest_first_previous,0.9666666666666667
paper_0.10,0.1,dag,uniform,0.0,1.0,filtered_curriculum_index_order,0.72
paper_0.10,0.1,dag,uniform,0.0,1.0,filtered_curriculum_random_topo,0.7245833333333332
paper_0.10,0.1,dag,uniform,0.0,1.0,mta,0.7425
paper_0.10,0.1,dag,uniform,0.0,0.8,greedy_lowest_first,0.98625
paper_0.10,0.1,dag,uniform,0.0,0.8,random_unmastered,0.9529166666666667
paper_0.10,0.1,dag,uniform,0.0,0.8,fixed_curriculum_no_skip,0.9175
paper_0.10,0.1,dag,uniform,0.0,0.8,prereq_lowest_first_previous,0.94875
paper_0.10,0.1,dag,uniform,0.0,0.8,filtered_curriculum_index_order,0.7170833333333333
paper_0.10,0.1,dag,uniform,0.0,0.8,filtered_curriculum_random_topo,0.7220833333333334
paper_0.10,0.1,dag,uniform,0.0,0.8,mta,0.7404166666666666
paper_0.10,0.1,dag,uniform,0.0,0.6,greedy_lowest_first,0.7141666666666666
paper_0.10,0.1,dag,uniform,0.0,0.6,random_unmastered,0.7579166666666667
paper_0.10,0.1,dag,uniform,0.0,0.6,fixed_curriculum_no_skip,0.70625
paper_0.10,0.1,dag,uniform,0.0,0.6,prereq_lowest_first_previous,0.9316666666666668
paper_0.10,0.1,dag,uniform,0.0,0.6,filtered_curriculum_index_order,0.71375
paper_0.10,0.1,dag,uniform,0.0,0.6,filtered_curriculum_random_topo,0.7183333333333333
paper_0.10,0.1,dag,uniform,0.0,0.6,mta,0.735
paper_0.10,0.1,dag,uniform,0.002,1.0,greedy_lowest_first,0.795
paper_0.10,0.1,dag,uniform,0.002,1.0,random_unmastered,0.7225
paper_0.10,0.1,dag,uniform,0.002,1.0,fixed_curriculum_no_skip,0.7045833333333333
paper_0.10,0.1,dag,uniform,0.002,1.0,prereq_lowest_first_previous,0.6945833333333334
paper_0.10,0.1,dag,uniform,0.002,1.0,filtered_curriculum_index_order,0.5779166666666666
paper_0.10,0.1,dag,uniform,0.002,1.0,filtered_curriculum_random_topo,0.5779166666666666
paper_0.10,0.1,dag,uniform,0.002,1.0,mta,0.6041666666666666
paper_0.10,0.1,dag,uniform,0.002,0.8,greedy_lowest_first,0.4216666666666667
paper_0.10,0.1,dag,uniform,0.002,0.8,random_unmastered,0.4916666666666667
paper_0.10,0.1,dag,uniform,0.002,0.8,fixed_curriculum_no_skip,0.50125
paper_0.10,0.1,dag,uniform,0.002,0.8,prereq_lowest_first_previous,0.6241666666666666
paper_0.10,0.1,dag,uniform,0.002,0.8,filtered_curriculum_index_order,0.575
paper_0.10,0.1,dag,uniform,0.002,0.8,filtered_curriculum_random_topo,0.5733333333333333
paper_0.10,0.1,dag,uniform,0.002,0.8,mta,0.6
paper_0.10,0.1,dag,uniform,0.002,0.6,greedy_lowest_first,0.07624999999999998
paper_0.10,0.1,dag,uniform,0.002,0.6,random_unmastered,0.27208333333333334
paper_0.10,0.1,dag,uniform,0.002,0.6,fixed_curriculum_no_skip,0.31666666666666665
paper_0.10,0.1,dag,uniform,0.002,0.6,prereq_lowest_first_previous,0.5666666666666667
paper_0.10,0.1,dag,uniform,0.002,0.6,filtered_curriculum_index_order,0.5733333333333333
paper_0.10,0.1,dag,uniform,0.002,0.6,filtered_curriculum_random_topo,0.5720833333333333
paper_0.10,0.1,dag,uniform,0.002,0.6,mta,0.5970833333333333
paper_0.10,0.1,dag,uniform,0.004,1.0,greedy_lowest_first,0.15208333333333335
paper_0.10,0.1,dag,uniform,0.004,1.0,random_unmastered,0.2358333333333333
paper_0.10,0.1,dag,uniform,0.004,1.0,fixed_curriculum_no_skip,0.25708333333333333
paper_0.10,0.1,dag,uniform,0.004,1.0,prereq_lowest_first_previous,0.30875
paper_0.10,0.1,dag,uniform,0.004,1.0,filtered_curriculum_index_order,0.45375
paper_0.10,0.1,dag,uniform,0.004,1.0,filtered_curriculum_random_topo,0.4604166666666667
paper_0.10,0.1,dag,uniform,0.004,1.0,mta,0.4925
paper_0.10,0.1,dag,uniform,0.004,0.8,greedy_lowest_first,0.02583333333333333
paper_0.10,0.1,dag,uniform,0.004,0.8,random_unmastered,0.11083333333333333
paper_0.10,0.1,dag,uniform,0.004,0.8,fixed_curriculum_no_skip,0.11208333333333333
paper_0.10,0.1,dag,uniform,0.004,0.8,prereq_lowest_first_previous,0.2675
paper_0.10,0.1,dag,uniform,0.004,0.8,filtered_curriculum_index_order,0.4529166666666667
paper_0.10,0.1,dag,uniform,0.004,0.8,filtered_curriculum_random_topo,0.45583333333333337
paper_0.10,0.1,dag,uniform,0.004,0.8,mta,0.48958333333333337
paper_0.10,0.1,dag,uniform,0.004,0.6,greedy_lowest_first,0.003333333333333333
paper_0.10,0.1,dag,uniform,0.004,0.6,random_unmastered,0.05958333333333334
paper_0.10,0.1,dag,uniform,0.004,0.6,fixed_curriculum_no_skip,0.09583333333333333
paper_0.10,0.1,dag,uniform,0.004,0.6,prereq_lowest_first_previous,0.25416666666666665
