n_kcs,turns,tau,gain,decay,readiness,noise,graph,prior,policy,fraction_mastered
12,120,0.8,0.185,0.0,0.8,0.05,chains,partial,fixed_curriculum_no_skip,0.905
12,120,0.8,0.185,0.0,0.8,0.05,chains,partial,prereq_lowest_first_previous,0.9829166666666667
12,120,0.8,0.185,0.0,0.8,0.05,chains,partial,filtered_curriculum_index_order,0.9654166666666666
12,120,0.8,0.185,0.0,0.8,0.05,chains,partial,filtered_curriculum_random_topo,0.96875
12,120,0.8,0.185,0.0,0.8,0.05,chains,partial,mta,0.9641666666666666
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,greedy_lowest_first,0.99
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,random_unmastered,0.9775
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,fixed_curriculum_no_skip,0.9166666666666665
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,prereq_lowest_first_previous,0.98375
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,filtered_curriculum_index_order,0.8441666666666666
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,filtered_curriculum_random_topo,0.8433333333333334
12,120,0.8,0.185,0.0,0.8,0.1,chains,partial,mta,0.83625
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,greedy_lowest_first,0.9679166666666665
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,random_unmastered,0.9995833333333334
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,fixed_curriculum_no_skip,0.8308333333333334
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,0.6,0.0,chains,partial,mta,1.0
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,greedy_lowest_first,0.9525
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,random_unmastered,0.96375
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,fixed_curriculum_no_skip,0.82
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,prereq_lowest_first_previous,0.9866666666666666
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,filtered_curriculum_index_order,0.9670833333333333
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,filtered_curriculum_random_topo,0.9691666666666666
12,120,0.8,0.185,0.0,0.6,0.05,chains,partial,mta,0.9641666666666666
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,greedy_lowest_first,0.9533333333333333
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,random_unmastered,0.9429166666666666
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,fixed_curriculum_no_skip,0.8258333333333334
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,prereq_lowest_first_previous,0.98
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,filtered_curriculum_index_order,0.8304166666666667
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,filtered_curriculum_random_topo,0.8404166666666667
12,120,0.8,0.185,0.0,0.6,0.1,chains,partial,mta,0.8183333333333335
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,greedy_lowest_first,1.0
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,random_unmastered,0.9983333333333334
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,fixed_curriculum_no_skip,0.77625
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,prereq_lowest_first_previous,0.9908333333333332
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,filtered_curriculum_index_order,0.9916666666666667
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,filtered_curriculum_random_topo,0.9916666666666666
12,120,0.8,0.185,0.002,1.0,0.0,chains,partial,mta,0.9916666666666666
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,greedy_lowest_first,0.9704166666666667
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,random_unmastered,0.9416666666666665
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,fixed_curriculum_no_skip,0.7679166666666666
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,prereq_lowest_first_previous,0.9445833333333333
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,filtered_curriculum_index_order,0.8120833333333334
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,filtered_curriculum_random_topo,0.80625
12,120,0.8,0.185,0.002,1.0,0.05,chains,partial,mta,0.8241666666666667
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,greedy_lowest_first,0.9320833333333333
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,random_unmastered,0.8858333333333333
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,fixed_curriculum_no_skip,0.7716666666666666
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,prereq_lowest_first_previous,0.9008333333333334
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,filtered_curriculum_index_order,0.6283333333333334
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,filtered_curriculum_random_topo,0.6258333333333332
12,120,0.8,0.185,0.002,1.0,0.1,chains,partial,mta,0.6729166666666666
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,greedy_lowest_first,0.82625
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,random_unmastered,0.91625
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,fixed_curriculum_no_skip,0.6479166666666667
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,prereq_lowest_first_previous,0.9908333333333332
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,filtered_curriculum_index_order,0.9916666666666667
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,filtered_curriculum_random_topo,0.9916666666666666
12,120,0.8,0.185,0.002,0.8,0.0,chains,partial,mta,0.99125
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,greedy_lowest_first,0.77875
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,random_unmastered,0.7820833333333332
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,fixed_curriculum_no_skip,0.6470833333333332
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,prereq_lowest_first_previous,0.8554166666666666
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,filtered_curriculum_index_order,0.8041666666666666
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,filtered_curriculum_random_topo,0.8041666666666666
12,120,0.8,0.185,0.002,0.8,0.05,chains,partial,mta,0.8145833333333334
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,greedy_lowest_first,0.7375
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,random_unmastered,0.7295833333333335
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,fixed_curriculum_no_skip,0.6479166666666667
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,prereq_lowest_first_previous,0.7879166666666666
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,filtered_curriculum_index_order,0.6208333333333333
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,filtered_curriculum_random_topo,0.62
12,120,0.8,0.185,0.002,0.8,0.1,chains,partial,mta,0.65625
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,greedy_lowest_first,0.125
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,random_unmastered,0.5920833333333333
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,fixed_curriculum_no_skip,0.485
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,prereq_lowest_first_previous,0.9908333333333332
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,filtered_curriculum_index_order,0.9916666666666667
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,filtered_curriculum_random_topo,0.9916666666666666
12,120,0.8,0.185,0.002,0.6,0.0,chains,partial,mta,0.9904166666666666
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,greedy_lowest_first,0.195
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,random_unmastered,0.4954166666666666
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,fixed_curriculum_no_skip,0.485
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,prereq_lowest_first_previous,0.66875
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,filtered_curriculum_index_order,0.7954166666666667
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,filtered_curriculum_random_topo,0.8020833333333333
12,120,0.8,0.185,0.002,0.6,0.05,chains,partial,mta,0.7945833333333333
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,greedy_lowest_first,0.24541666666666667
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,random_unmastered,0.45708333333333334
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,fixed_curriculum_no_skip,0.485
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,prereq_lowest_first_previous,0.5833333333333333
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,filtered_curriculum_index_order,0.6141666666666666
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,filtered_curriculum_random_topo,0.6166666666666667
12,120,0.8,0.185,0.002,0.6,0.1,chains,partial,mta,0.6354166666666667
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,greedy_lowest_first,0.15416666666666665
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,random_unmastered,0.3241666666666667
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,fixed_curriculum_no_skip,0.3425
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,prereq_lowest_first_previous,0.295
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,filtered_curriculum_index_order,0.6375
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,filtered_curriculum_random_topo,0.6495833333333334
12,120,0.8,0.185,0.004,1.0,0.0,chains,partial,mta,0.6595833333333334
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,greedy_lowest_first,0.22541666666666668
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,random_unmastered,0.315
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,fixed_curriculum_no_skip,0.3425
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,prereq_lowest_first_previous,0.2520833333333334
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,filtered_curriculum_index_order,0.5745833333333333
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,filtered_curriculum_random_topo,0.5833333333333333
12,120,0.8,0.185,0.004,1.0,0.05,chains,partial,mta,0.6129166666666667
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,greedy_lowest_first,0.2675
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,random_unmastered,0.30875
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,fixed_curriculum_no_skip,0.3425
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,prereq_lowest_first_previous,0.28791666666666665
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,filtered_curriculum_index_order,0.47833333333333333
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,filtered_curriculum_random_topo,0.4775000000000001
12,120,0.8,0.185,0.004,1.0,0.1,chains,partial,mta,0.5479166666666666
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,greedy_lowest_first,0.00375
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,random_unmastered,0.17
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,fixed_curriculum_no_skip,0.19208333333333336
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,prereq_lowest_first_previous,0.295
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,filtered_curriculum_index_order,0.6375
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,filtered_curriculum_random_topo,0.6495833333333334
12,120,0.8,0.185,0.004,0.8,0.0,chains,partial,mta,0.6433333333333334
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,greedy_lowest_first,0.0275
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,random_unmastered,0.14708333333333332
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,fixed_curriculum_no_skip,0.19208333333333336
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,prereq_lowest_first_previous,0.18041666666666664
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,filtered_curriculum_index_order,0.56875
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,filtered_curriculum_random_topo,0.58
12,120,0.8,0.185,0.004,0.8,0.05,chains,partial,mta,0.60125
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,greedy_lowest_first,0.05708333333333333
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,random_unmastered,0.1395833333333333
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,fixed_curriculum_no_skip,0.19208333333333336
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,prereq_lowest_first_previous,0.1758333333333333
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,filtered_curriculum_index_order,0.47125
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,filtered_curriculum_random_topo,0.4729166666666667
12,120,0.8,0.185,0.004,0.8,0.1,chains,partial,mta,0.5316666666666667
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,random_unmastered,0.08
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,fixed_curriculum_no_skip,0.11708333333333334
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,prereq_lowest_first_previous,0.295
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,filtered_curriculum_index_order,0.6375
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,filtered_curriculum_random_topo,0.6495833333333334
12,120,0.8,0.185,0.004,0.6,0.0,chains,partial,mta,0.63125
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,greedy_lowest_first,0.0008333333333333333
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,random_unmastered,0.05958333333333332
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,fixed_curriculum_no_skip,0.11708333333333334
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,prereq_lowest_first_previous,0.15541666666666665
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,filtered_curriculum_index_order,0.5666666666666667
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,filtered_curriculum_random_topo,0.575
12,120,0.8,0.185,0.004,0.6,0.05,chains,partial,mta,0.5779166666666667
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,greedy_lowest_first,0.0037499999999999994
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,random_unmastered,0.05625
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,fixed_curriculum_no_skip,0.11708333333333334
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,prereq_lowest_first_previous,0.13166666666666665
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,filtered_curriculum_index_order,0.46625
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,filtered_curriculum_random_topo,0.4729166666666667
12,120,0.8,0.185,0.004,0.6,0.1,chains,partial,mta,0.49708333333333327
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,random_unmastered,0.0375
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,prereq_lowest_first_previous,0.08958333333333333
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,filtered_curriculum_index_order,0.31375
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,filtered_curriculum_random_topo,0.3120833333333334
12,120,0.8,0.185,0.008,1.0,0.0,chains,partial,mta,0.3170833333333334
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,random_unmastered,0.025
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,prereq_lowest_first_previous,0.05291666666666666
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,filtered_curriculum_index_order,0.3
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,filtered_curriculum_random_topo,0.30875
12,120,0.8,0.185,0.008,1.0,0.05,chains,partial,mta,0.3116666666666667
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,greedy_lowest_first,0.0008333333333333333
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,random_unmastered,0.02208333333333333
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,prereq_lowest_first_previous,0.03583333333333333
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,filtered_curriculum_index_order,0.27375
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,filtered_curriculum_random_topo,0.27875
12,120,0.8,0.185,0.008,1.0,0.1,chains,partial,mta,0.3025
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,random_unmastered,0.014166666666666666
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,prereq_lowest_first_previous,0.08958333333333333
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,filtered_curriculum_index_order,0.31375
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,filtered_curriculum_random_topo,0.3120833333333334
12,120,0.8,0.185,0.008,0.8,0.0,chains,partial,mta,0.2966666666666667
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,random_unmastered,0.007916666666666666
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,prereq_lowest_first_previous,0.0475
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,filtered_curriculum_index_order,0.3025
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,filtered_curriculum_random_topo,0.3066666666666667
12,120,0.8,0.185,0.008,0.8,0.05,chains,partial,mta,0.2808333333333334
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,random_unmastered,0.004166666666666667
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,prereq_lowest_first_previous,0.03666666666666667
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,filtered_curriculum_index_order,0.27
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,filtered_curriculum_random_topo,0.275
12,120,0.8,0.185,0.008,0.8,0.1,chains,partial,mta,0.255
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,random_unmastered,0.009999999999999998
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,prereq_lowest_first_previous,0.08958333333333333
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,filtered_curriculum_index_order,0.31375
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,filtered_curriculum_random_topo,0.3120833333333334
12,120,0.8,0.185,0.008,0.6,0.0,chains,partial,mta,0.25333333333333335
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,random_unmastered,0.007499999999999999
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,prereq_lowest_first_previous,0.0525
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,filtered_curriculum_index_order,0.30041666666666667
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,filtered_curriculum_random_topo,0.30208333333333337
12,120,0.8,0.185,0.008,0.6,0.05,chains,partial,mta,0.24083333333333332
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,greedy_lowest_first,0.0
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,random_unmastered,0.0045833333333333325
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,fixed_curriculum_no_skip,0.0
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,prereq_lowest_first_previous,0.03833333333333333
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,filtered_curriculum_index_order,0.26791666666666664
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,filtered_curriculum_random_topo,0.2725
12,120,0.8,0.185,0.008,0.6,0.1,chains,partial,mta,0.21166666666666667
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,greedy_lowest_first,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,random_unmastered,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,fixed_curriculum_no_skip,0.9995833333333333
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,1.0,0.0,dag,uniform,mta,1.0
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,greedy_lowest_first,0.98875
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,random_unmastered,0.9804166666666666
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,fixed_curriculum_no_skip,0.94125
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,prereq_lowest_first_previous,0.9829166666666665
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,filtered_curriculum_index_order,0.9354166666666666
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,filtered_curriculum_random_topo,0.9408333333333333
12,120,0.8,0.185,0.0,1.0,0.05,dag,uniform,mta,0.9391666666666666
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,greedy_lowest_first,0.9925
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,random_unmastered,0.97875
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,fixed_curriculum_no_skip,0.9725
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,prereq_lowest_first_previous,0.9666666666666667
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,filtered_curriculum_index_order,0.72
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,filtered_curriculum_random_topo,0.7245833333333332
12,120,0.8,0.185,0.0,1.0,0.1,dag,uniform,mta,0.7425
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,greedy_lowest_first,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,random_unmastered,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,fixed_curriculum_no_skip,0.93375
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,0.8,0.0,dag,uniform,mta,1.0
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,greedy_lowest_first,0.9808333333333334
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,random_unmastered,0.97
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,fixed_curriculum_no_skip,0.9058333333333333
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,prereq_lowest_first_previous,0.98
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,filtered_curriculum_index_order,0.935
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,filtered_curriculum_random_topo,0.9370833333333332
12,120,0.8,0.185,0.0,0.8,0.05,dag,uniform,mta,0.9375
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,greedy_lowest_first,0.98625
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,random_unmastered,0.9529166666666667
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,fixed_curriculum_no_skip,0.9175
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,prereq_lowest_first_previous,0.94875
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,filtered_curriculum_index_order,0.7170833333333333
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,filtered_curriculum_random_topo,0.7220833333333334
12,120,0.8,0.185,0.0,0.8,0.1,dag,uniform,mta,0.7404166666666666
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,greedy_lowest_first,0.7416666666666666
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,random_unmastered,0.9720833333333333
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,fixed_curriculum_no_skip,0.7079166666666667
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,prereq_lowest_first_previous,1.0
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,filtered_curriculum_index_order,1.0
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,filtered_curriculum_random_topo,1.0
12,120,0.8,0.185,0.0,0.6,0.0,dag,uniform,mta,1.0
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,greedy_lowest_first,0.7354166666666666
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,random_unmastered,0.8341666666666666
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,fixed_curriculum_no_skip,0.7058333333333334
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,prereq_lowest_first_previous,0.9816666666666667
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,filtered_curriculum_index_order,0.9337499999999999
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,filtered_curriculum_random_topo,0.9408333333333333
12,120,0.8,0.185,0.0,0.6,0.05,dag,uniform,mta,0.9291666666666666
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,greedy_lowest_first,0.7141666666666666
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,random_unmastered,0.7579166666666667
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,fixed_curriculum_no_skip,0.70625
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,prereq_lowest_first_previous,0.9316666666666668
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,filtered_curriculum_index_order,0.71375
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,filtered_curriculum_random_topo,0.7183333333333333
12,120,0.8,0.185,0.0,0.6,0.1,dag,uniform,mta,0.735
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,greedy_lowest_first,0.9433333333333335
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,random_unmastered,0.9404166666666667
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,fixed_curriculum_no_skip,0.7045833333333335
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,prereq_lowest_first_previous,0.8725
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,filtered_curriculum_index_order,0.9183333333333333
12,120,0.8,0.185,0.002,1.0,0.0,dag,uniform,filtered_curriculum_random_topo,0.925
